Filename,Date,Curve_type,leaf_number,leaf_age,light_environment,tree_number,QC_code,QC_reason,general_licor_file_or_notebook_note,specific_licor_leaf_note,manual_or_automated_entry,JW.Age,JW.Comment,code_for_matching
05062014_zf2_v5_br1.txt,5/6/14 18:43,aci,8,m,pioneer:_sun,v5,,,,,automated,NaN,NaN,ACI_curve8_05062014_zf2_v5_br1.txt
05062014_zf2_v5_br1.txt,5/6/14 18:43,aci,7,m,pioneer:_sun,v5,,,,,automated,NaN,NaN,ACI_curve7_05062014_zf2_v5_br1.txt
05062014_zf2_v5_br1.txt,5/6/14 18:43,aci,6,m,pioneer:_sun,v5,,,,,automated,NaN,NaN,ACI_curve6_05062014_zf2_v5_br1.txt
05062014_zf2_v5_br1.txt,5/6/14 18:43,aci,5,m,pioneer:_sun,v5,,,,,automated,NaN,NaN,ACI_curve5_05062014_zf2_v5_br1.txt
05062014_zf2_v5_br1.txt,5/6/14 18:43,aci,4,m,pioneer:_sun,v5,,,,,automated,NaN,NaN,ACI_curve4_05062014_zf2_v5_br1.txt
05062014_zf2_v5_br1.txt,5/6/14 18:43,aci,3,m,pioneer:_sun,v5,,,,,automated,NaN,NaN,ACI_curve3_05062014_zf2_v5_br1.txt
05062014_zf2_v5_br1.txt,5/6/14 18:43,aci,5,m,pioneer:_sun,v5,,,,,automated,NaN,NaN,ACI_curve5_05062014_zf2_v5_br1.txt
05062014_zf2_v5_br1.txt,5/6/14 18:43,aci,7,m,pioneer:_sun,v5,,,,,automated,NaN,NaN,ACI_curve7_05062014_zf2_v5_br1.txt
05062014_zf2_v5_br1.txt,5/6/14 18:43,aci,,,,,,,,,automated,NaN,NaN,ACI_curve_05062014_zf2_v5_br1.txt
05072014_zf2_v2_br3.txt,5/7/14 18:29,aci,see_ebook,oldest,pioneer:sun,v2,,,,,automated,NaN,NaN,ACI_curvesee_ebook_05072014_zf2_v2_br3.txt
05072014_zf2_v2_br3.txt,5/7/14 18:29,aci,see_ebook,2nd_oldest,pioneer:sun,v2,,,,,automated,NaN,NaN,ACI_curvesee_ebook_05072014_zf2_v2_br3.txt
05072014_zf2_v2_br3.txt,5/7/14 18:29,aci,see_ebook,3rd_oldest,pioneer:sun,v2,,,,,automated,NaN,NaN,ACI_curvesee_ebook_05072014_zf2_v2_br3.txt
05072014_zf2_v2_br3.txt,5/7/14 18:29,aci,see_ebook,4th_oldest,pioneer:sun,v2,,,,,automated,NaN,NaN,ACI_curvesee_ebook_05072014_zf2_v2_br3.txt
05072014_zf2_v2_br3.txt,5/7/14 18:29,aci,see_ebook,5th_oldest,pioneer:sun,v2,,,,,automated,NaN,NaN,ACI_curvesee_ebook_05072014_zf2_v2_br3.txt
05072014_zf2_v2_br3.txt,5/7/14 18:29,aci,see_ebook,6th_oldest,pioneer:sun,v2,,,,,automated,NaN,NaN,ACI_curvesee_ebook_05072014_zf2_v2_br3.txt
05072014_zf2_v2_br3.txt,5/7/14 18:29,aci,see_ebook,7th_oldest,pioneer:sun,v2,,,,,automated,NaN,NaN,ACI_curvesee_ebook_05072014_zf2_v2_br3.txt
05072014_zf2_v2_br3.txt,5/7/14 18:29,aci,see_ebook,8th_oldest,pioneer:sun,v2,,,,,automated,NaN,NaN,ACI_curvesee_ebook_05072014_zf2_v2_br3.txt
05072014_zf2_v2_br3.txt,5/7/14 18:29,aci,see_ebook:_13,youngest_of_9,_number_13,pioneer:sun,v2,,,,automated,NaN,NaN,ACI_curvesee_ebook:_13_05072014_zf2_v2_br3.txt
05072014_zf2_v2_br3.txt,5/7/14 18:29,aci,see_ebook:_12,m_or_y/m,pioneer:sun,v2,,,,,automated,NaN,NaN,ACI_curvesee_ebook:_12_05072014_zf2_v2_br3.txt
05072014_zf2_v2_br3.txt,5/7/14 18:29,aci,see_ebook:_4,oldest,pioneer:sun,v2,,,,,automated,NaN,NaN,ACI_curvesee_ebook:_4_05072014_zf2_v2_br3.txt
05072014_zf2_v2_br3.txt,5/7/14 18:29,aci,see_ebook:_5,2nd_oldest,pioneer:sun,v2,,,,,automated,NaN,NaN,ACI_curvesee_ebook:_5_05072014_zf2_v2_br3.txt
05072014_zf2_v2_br3.txt,5/7/14 18:29,aci,see_ebook:_5,2nd_oldest,pioneer:sun,v2,,,,,automated,NaN,NaN,ACI_curvesee_ebook:_5_05072014_zf2_v2_br3.txt
05072014_zf2_v2_br3.txt,5/7/14 18:29,aci,see_ebook:7,4th_oldest,pioneer:sun,v2,,,,,automated,NaN,NaN,ACI_curvesee_ebook:7_05072014_zf2_v2_br3.txt
05082014_zf2_v9_br2.txt,5/8/14 14:28,aci,see_ebook,oldest,pioneer:shadier_than_others,v9,,,,,automated,NaN,NaN,ACI_curvesee_ebook_05082014_zf2_v9_br2.txt
05082014_zf2_v9_br2.txt,5/8/14 14:28,aci,see_ebook,2nd_oldest,pioneer:shadier_than_others,v9,,,,,automated,NaN,NaN,ACI_curvesee_ebook_05082014_zf2_v9_br2.txt
05082014_zf2_v9_br2.txt,5/8/14 14:28,aci,see_ebook:5,3rd_oldest,pioneer:shadier_than_others,v9,,,,,automated,NaN,NaN,ACI_curvesee_ebook:5_05082014_zf2_v9_br2.txt
05082014_zf2_v9_br2.txt,5/8/14 14:28,aci,see_ebook:6,4th_oldest,pioneer:shadier_than_others,v9,,,,,automated,NaN,NaN,ACI_curvesee_ebook:6_05082014_zf2_v9_br2.txt
05082014_zf2_v9_br2.txt,5/8/14 14:28,aci,see_ebook:6,4th_oldest,pioneer:shadier_than_others,v9,,,,,automated,NaN,NaN,ACI_curvesee_ebook:6_05082014_zf2_v9_br2.txt
05082014_zf2_v9_br2.txt,5/8/14 14:28,aci,see_ebook:8,6th_oldest,pioneer:shadier_than_others,v9,,,,,automated,NaN,NaN,ACI_curvesee_ebook:8_05082014_zf2_v9_br2.txt
05082014_zf2_v9_br2.txt,5/8/14 14:28,aci,,,,,,,,,automated,NaN,NaN,ACI_curve_05082014_zf2_v9_br2.txt
05082014_zf2_v9_br2.txt,5/8/14 14:28,aci,see_ebook:10,8th_oldest,pioneer:shadier_than_others,v9,,,,,automated,NaN,NaN,ACI_curvesee_ebook:10_05082014_zf2_v9_br2.txt
05092014_zf2_v9_br2.txt,5/9/14 12:59,aci,10,8th_oldest,pioneer:_sun_but_shadier_than_other_visimeas,v9,,,,,automated,NaN,NaN,ACI_curve10_05092014_zf2_v9_br2.txt
05102014_zf2_v9_br2.txt,5/10/14 15:58,aci,11,9t_oldest/3rd_youngest,pioneer:more_shade_than_others,v9,,,,,automated,NaN,NaN,ACI_curve11_05102014_zf2_v9_br2.txt
05102014_zf2_v9_br2.txt,5/10/14 15:58,aci,12,10t_oldest/2nd_youngest,pioneer:more_shade_than_others,v9,,,,,automated,NaN,NaN,ACI_curve12_05102014_zf2_v9_br2.txt
05102014_zf2_v9_br2.txt,5/10/14 15:58,aci,13,yongest,pioneer:more_shade_than_others,v9,,,,,automated,NaN,NaN,ACI_curve13_05102014_zf2_v9_br2.txt
05102014_zf2_v9_br2.txt,5/10/14 15:58,LC,13,yongest,pioneer:more_shade_than_others,v9,,,,,automated,NaN,NaN,LC_curve13_05102014_zf2_v9_br2.txt
05102014_zf2_v9_br2.txt,5/10/14 15:58,LC,13,yongest,pioneer:more_shade_than_others,v9,,,,,automated,NaN,NaN,LC_curve13_05102014_zf2_v9_br2.txt
05102014_zf2_v9_br2.txt,5/10/14 15:58,LC,13,yongest,pioneer:more_shade_than_others,v9,,,,,automated,NaN,NaN,LC_curve13_05102014_zf2_v9_br2.txt
05102014_zf2_v9_br2.txt,5/10/14 15:58,LC,7,5th_oldest,pioneer:more_shade_than_others,v9,,,,,automated,NaN,NaN,LC_curve7_05102014_zf2_v9_br2.txt
05102014_zf2_v9_br2.txt,5/10/14 15:58,LC,7,5th_oldest,pioneer:more_shade_than_others,v9,,,,,automated,NaN,NaN,LC_curve7_05102014_zf2_v9_br2.txt
05122014_zf2_bel4_br3.txt,5/12/14 18:52,aci,10,youngest,pioneer:sun,b4,,,,,automated,NaN,NaN,ACI_curve10_05122014_zf2_bel4_br3.txt
05122014_zf2_bel4_br3.txt,5/12/14 18:52,aci,9,2nd_youngest,pioneer:sun,b4,,,,,automated,NaN,NaN,ACI_curve9_05122014_zf2_bel4_br3.txt
05122014_zf2_bel4_br3.txt,5/12/14 18:52,aci,8,3rd_youngest,pioneer:sun,b4,,,,,automated,NaN,NaN,ACI_curve8_05122014_zf2_bel4_br3.txt
05122014_zf2_bel4_br3.txt,5/12/14 18:52,aci,7,4th_youngest,pioneer:sun,b4,,,,,automated,NaN,NaN,ACI_curve7_05122014_zf2_bel4_br3.txt
05122014_zf2_bel4_br3.txt,5/12/14 18:52,aci,6,5th_youngest,pioneer:sun,b4,,,,,automated,NaN,NaN,ACI_curve6_05122014_zf2_bel4_br3.txt
05122014_zf2_bel4_br3.txt,5/12/14 18:52,aci,11,youngest,pioneer:sun,b3,,,,,automated,NaN,NaN,ACI_curve11_05122014_zf2_bel4_br3.txt
05122014_zf2_bel4_br3.txt,5/12/14 18:52,aci,10,2nd_youngest,pioneer:sun,b3,,,,,automated,NaN,NaN,ACI_curve10_05122014_zf2_bel4_br3.txt
05122014_zf2_bel4_br3.txt,5/12/14 18:52,aci,8,4th_youngest,pioneer:sun,b3,,,,,automated,NaN,NaN,ACI_curve8_05122014_zf2_bel4_br3.txt
05122014_zf2_bel4_br3.txt,5/12/14 18:52,LC,9,2nd_youngest,pioneer:sun,b4,,,,,automated,NaN,NaN,LC_curve9_05122014_zf2_bel4_br3.txt
05122014_zf2_bel4_br3.txt,5/12/14 18:52,LC,9,2nd_youngest,pioneer:sun,b4,,,,,automated,NaN,NaN,LC_curve9_05122014_zf2_bel4_br3.txt
05122014_zf2_bel4_br3.txt,5/12/14 18:52,LC,10,youngest,pioneer:sun,b4,,,,,automated,NaN,NaN,LC_curve10_05122014_zf2_bel4_br3.txt
05132014_zf2_bel03_br1.txt,5/13/14 15:15,aci,11,youngest,pioneer:sun,bel03,,,,,automated,NaN,NaN,ACI_curve11_05132014_zf2_bel03_br1.txt
05132014_zf2_bel03_br1.txt,5/13/14 15:15,aci,10,2nd_youngest,pioneer:sun,bel03,,,,,automated,NaN,NaN,ACI_curve10_05132014_zf2_bel03_br1.txt
05132014_zf2_bel03_br1.txt,5/13/14 15:15,aci,11,youngest,pioneer:sun,bel03,,,,,automated,NaN,NaN,ACI_curve11_05132014_zf2_bel03_br1.txt
05132014_zf2_bel03_br1.txt,5/13/14 15:15,aci,9,3rd_youngest,pioneer:sun,bel03,,,,,automated,NaN,NaN,ACI_curve9_05132014_zf2_bel03_br1.txt
05132014_zf2_bel03_br1.txt,5/13/14 15:15,aci,8,4th_youngest,pioneer:sun,bel03,,,,,automated,NaN,NaN,ACI_curve8_05132014_zf2_bel03_br1.txt
05132014_zf2_bel03_br1.txt,5/13/14 15:15,aci,7,5th_youngest,pioneer:sun,bel03,,,,,automated,NaN,NaN,ACI_curve7_05132014_zf2_bel03_br1.txt
05132014_zf2_bel03_br1.txt,5/13/14 15:15,aci,6,6th_youngest,pioneer:sun,bel03,,,,,automated,NaN,NaN,ACI_curve6_05132014_zf2_bel03_br1.txt
05132014_zf2_bel03_br1.txt,5/13/14 15:15,aci,5,5th_youngest,pioneer:sun,bel03,,,,,automated,NaN,NaN,ACI_curve5_05132014_zf2_bel03_br1.txt
05132014_zf2_bel03_br1.txt,5/13/14 15:15,aci,4,6th_youngest,pioneer:sun,bel03,,,,,automated,NaN,NaN,ACI_curve4_05132014_zf2_bel03_br1.txt
05132014_zf2_bel03_br1.txt,5/13/14 15:15,aci,3,9th_youngest,pioneer:sun,bel03,,,,,automated,NaN,NaN,ACI_curve3_05132014_zf2_bel03_br1.txt
05142014_zf2_bel7_br2.txt,5/14/14 15:16,aci,see_ebook,oldest,pioneer:sun,b7,,,,,automated,NaN,NaN,ACI_curvesee_ebook_05142014_zf2_bel7_br2.txt
05142014_zf2_bel7_br2.txt,5/14/14 15:16,aci,8,2nd_youngest,pioneer:sun,b7,,,,,automated,NaN,NaN,ACI_curve8_05142014_zf2_bel7_br2.txt
05142014_zf2_bel7_br2.txt,5/14/14 15:16,aci,7,3rd_youngest,pioneer:sun,b7,,,,,automated,NaN,NaN,ACI_curve7_05142014_zf2_bel7_br2.txt
05142014_zf2_bel7_br2.txt,5/14/14 15:16,aci,6,4th_youngest,pioneer:sun,b7,,,,,automated,NaN,NaN,ACI_curve6_05142014_zf2_bel7_br2.txt
05142014_zf2_bel7_br2.txt,5/14/14 15:16,aci,6,4th_youngest,pioneer:sun,b7,,,,,automated,NaN,NaN,ACI_curve6_05142014_zf2_bel7_br2.txt
05142014_zf2_bel7_br2.txt,5/14/14 15:16,aci,4,6th_youngest,pioneer:sun,b7,,,,,automated,NaN,NaN,ACI_curve4_05142014_zf2_bel7_br2.txt
05142014_zf2_bel7_br2.txt,5/14/14 15:16,aci,3,7th_youngest,pioneer:sun,b7,,,,,automated,NaN,NaN,ACI_curve3_05142014_zf2_bel7_br2.txt
05142014_zf2_bel7_br2.txt,5/14/14 15:16,aci,2,8th_youngest,pioneer:sun,b7,,,,,automated,NaN,NaN,ACI_curve2_05142014_zf2_bel7_br2.txt
05142014_zf2_bel7_br2.txt,5/14/14 15:16,aci,1,9th_youngest/oldest,pioneer:sun,b7,,,,,automated,NaN,NaN,ACI_curve1_05142014_zf2_bel7_br2.txt
05142014_zf2_bel7_br2.txt,5/14/14 15:16,aci,1,9th_youngest/oldest,pioneer:sun,b7,,,,,automated,NaN,NaN,ACI_curve1_05142014_zf2_bel7_br2.txt
08212013_tnf_tr500_curves.txt,8/21/13 8:53,aci,1,young,sun,500,4,"Photosynthesis very low/not responding (first curve of 2013 campaign),  re-cut after",3rd unfolded leaf on meristem,,automated,YM,NaN,ACI_curve1_08212013_tnf_tr500_curves.txt
08212013_tnf_tr500_curves.txt,8/21/13 8:53,aci,2,young,sun,500,4,"Photosynthesis very low/not responding, not on double re-cut part",,,automated,YM,NaN,ACI_curve2_08212013_tnf_tr500_curves.txt
08212013_tnf_tr500_curves.txt,8/21/13 8:53,aci,3,young,sun,500,2,curve has funny shape; maybe not matching frequently enough (last point has large delta warning indicating a match--excluding some dissimilar points),,,automated: edited leaf number based on comment,O,NaN,ACI_curve3_08212013_tnf_tr500_curves.txt
08212013_tnf_tr500_curves.txt,8/21/13 8:53,aci,4,young,sun,500,3,Licor note: leaf 4 damaged... maybe exclude,,,automated,Y,NaN,ACI_curve4_08212013_tnf_tr500_curves.txt
08212013_tnf_tr500_curves.txt,8/21/13 8:53,aci,1,young,sun,500,2,All curves this day from late-day cut,"Repeat of first leaf in file, after re-cut",,automated,YM,NaN,ACI_curve1_08212013_tnf_tr500_curves.txt
08242013-tnf-tr504-hux1.txt,8/24/13 7:18,aci,1,young,sun,504,4,Exclude because I think that the instrument wasnt matching frequently enough,,,automated,YM or M,NaN,ACI_curve1_08242013-tnf-tr504-hux1.txt
08242013-tnf-tr504-hux1.txt,8/24/13 7:18,aci,2,young,sun,504,1,curve looks okay,,,automated,Y,NaN,ACI_curve2_08242013-tnf-tr504-hux1.txt
08242013-tnf-tr504-hux1.txt,8/24/13 7:18,aci,5,young,sun,504,1,curve looks okay,,,automated,Y,NaN,ACI_curve5_08242013-tnf-tr504-hux1.txt
08242013-tnf-tr504-hux1.txt,8/24/13 7:18,aci,6,young,sun,504,1,curve looks okay,,,automated,YM or M,NaN,ACI_curve6_08242013-tnf-tr504-hux1.txt
08242013-tnf-tr504-hux1.txt,8/24/13 7:18,aci,8,old,sun,504,1,curve looks okay,,,automated,O,NaN,ACI_curve8_08242013-tnf-tr504-hux1.txt
08242013-tnf-tr504-hux1.txt,8/24/13 7:18,LC,3,young,sun,504,1,curve looks okay,,,automated,YM or M,NaN,LC_curve3_08242013-tnf-tr504-hux1.txt
08242013-tnf-tr504-hux1.txt,8/24/13 7:18,LC,4,young,sun,504,1,curve looks okay,,,automated,Y,NaN,LC_curve4_08242013-tnf-tr504-hux1.txt
08242013-tnf-tr504-hux1.txt,8/24/13 7:18,LC,7,young,sun,504,1,curve looks okay,,,automated,YM or M,NaN,LC_curve7_08242013-tnf-tr504-hux1.txt
08262013-tnf-tr500-hux1.txt,8/26/13 9:22,aci,1,y/m,sun,500,1,curve looks okay,,,automated,Y or YM,NaN,ACI_curve1_08262013-tnf-tr500-hux1.txt
08262013-tnf-tr500-hux1.txt,8/26/13 9:22,aci,2,old,sun,500,3,"curve might be good, but light source was making light too high (from shape of curve, maybe TPU limitation--there are no large delta errors)",,,automated,O,NaN,ACI_curve2_08262013-tnf-tr500-hux1.txt
08262013-tnf-tr500-hux1.txt,8/26/13 9:22,aci,3,y/m,shade,500,3,"curve not complete--tried to complete by hand, but that part of curve was strange so excluded",,,automated,M,NaN,ACI_curve3_08262013-tnf-tr500-hux1.txt
08262013-tnf-tr500-hux1.txt,8/26/13 9:22,aci,4,old,sun,500,3,curve a little strange--very linear; conductance very low,,,automated,O,NaN,ACI_curve4_08262013-tnf-tr500-hux1.txt
08262013-tnf-tr500-hux1.txt,8/26/13 9:22,aci,5,old,sun,500,2,"curve might be good (from shape of curve, maybe TPU limited, or curve just strange)",,,automated,O,NaN,ACI_curve5_08262013-tnf-tr500-hux1.txt
08262013-tnf-tr500-hux1.txt,8/26/13 9:22,aci,6,y2,shade,500,2,conductance low,,,automated,Y,NaN,ACI_curve6_08262013-tnf-tr500-hux1.txt
08262013-tnf-tr500-hux1.txt,8/26/13 9:22,aci,8,old,shade,500,4,"curve strange, conductance low",,,automated,O,NaN,ACI_curve8_08262013-tnf-tr500-hux1.txt
08262013-tnf-tr500-hux1.txt,8/26/13 9:22,LC,6,y2,shade,500,2,"curve a little strange, conductance low",,,automated,Y,NaN,LC_curve6_08262013-tnf-tr500-hux1.txt
08262013-tnf-tr500-hux1.txt,8/26/13 9:22,LC,7,y3,sun,500,4,"curve strange, conductance low",,,automated,Y or YM,NaN,LC_curve7_08262013-tnf-tr500-hux1.txt
082682013-tnf-tr500-hux1.txt,8/26/13 2:49,aci,1,y/m,sun,500,4,Curve incomplete--battery died,,,automated,Y or YM,NaN,ACI_curve1_082682013-tnf-tr500-hux1.txt
08272013-tnf-hux1.txt,8/27/13 6:52,aci,1,mature,sun,118,,,,,automated,M,NaN,ACI_curve1_08272013-tnf-hux1.txt
08272013-tnf-hux1.txt,8/27/13 6:52,aci,,,,,,,,,automated,NaN,NaN,ACI_curve_08272013-tnf-hux1.txt
08272013-tnf-hux1.txt,8/27/13 6:52,aci,2,old,sun,118,2,"conductance a bit low, had to exclude several points (large delta error suggests instrument wasnt matching often enough)",,,automated,M or O,NaN,ACI_curve2_08272013-tnf-hux1.txt
08272013-tnf-hux1.txt,8/27/13 6:52,aci,3,y/m,sun,118,2,I suspect that instrument was not matching often enough,,,automated,YM or M,NaN,ACI_curve3_08272013-tnf-hux1.txt
08272013-tnf-hux1.txt,8/27/13 6:52,aci,7,young,sun,118,1,curve looks okay,,,automated,Y,NaN,ACI_curve7_08272013-tnf-hux1.txt
08272013-tnf-hux1.txt,8/27/13 6:52,LC,4,y/m,sun,118,1,curve looks okay,,,automated,M,NaN,LC_curve4_08272013-tnf-hux1.txt
08272013-tnf-hux1.txt,8/27/13 6:52,LC,5,mature,sun,118,1,curve looks okay,,,automated,M,NaN,LC_curve5_08272013-tnf-hux1.txt
08272013-tnf-hux1.txt,8/27/13 6:52,LC,6,mature,sun,118,1,curve looks okay,,,automated,NaN,NaN,LC_curve6_08272013-tnf-hux1.txt
08292013-tnf-tr232-hux1-2.txt,8/29/13 8:30,aci,4,young,sunish,232,,,,,automated,Y,NaN,ACI_curve4_08292013-tnf-tr232-hux1-2.txt
08292013-tnf-tr232-hux1-2.txt,8/29/13 8:30,LC,5,young,sunish,232,,,,,automated,Y,NaN,LC_curve5_08292013-tnf-tr232-hux1-2.txt
08292013-tnf-tr232-hux1.txt,8/29/13 7:15,aci,1,old,sunish,232,,,,,automated,O,NaN,ACI_curve1_08292013-tnf-tr232-hux1.txt
08292013-tnf-tr232-hux1.txt,8/29/13 7:15,aci,1,old,sunish,232,,,,,automated,O,NaN,ACI_curve1_08292013-tnf-tr232-hux1.txt
08292013-tnf-tr232-hux1.txt,8/29/13 7:15,aci,3,old,sunish,232,,,,,automated,O,NaN,ACI_curve3_08292013-tnf-tr232-hux1.txt
08302013-tnf-tr232-hux1.txt,8/30/13 8:24,aci,4,y2_or_y1,shade,232,,,,,automated,Y,NaN,ACI_curve4_08302013-tnf-tr232-hux1.txt
08302013-tnf-tr232-hux1.txt,8/30/13 8:24,aci,5,y2_or_y3,shade,232,,,,,automated,Y or YM,NaN,ACI_curve5_08302013-tnf-tr232-hux1.txt
08302013-tnf-tr232-hux1.txt,8/30/13 8:24,aci,5,y2_or_y3,shade,232,,,,,automated,Y or YM,NaN,ACI_curve5_08302013-tnf-tr232-hux1.txt
08302013-tnf-tr232-hux1.txt,8/30/13 8:24,aci,5,y2_or_y3,shade,232,,,,,automated,Y or YM,NaN,ACI_curve5_08302013-tnf-tr232-hux1.txt
08302013-tnf-tr232-hux1.txt,8/30/13 8:24,LC,1,y2,shade,232,,,,,automated,Y or YM,NaN,LC_curve1_08302013-tnf-tr232-hux1.txt
08302013-tnf-tr232-hux1.txt,8/30/13 8:24,LC,2,old,shade,232,,,,,automated,O,NaN,LC_curve2_08302013-tnf-tr232-hux1.txt
08302013-tnf-tr232-hux1.txt,8/30/13 8:24,LC,3,y2_or_y1,shade,232,,,,,automated,Y,NaN,LC_curve3_08302013-tnf-tr232-hux1.txt
09272012-tnf-tr11-LC-b2.txt,9/27/12 8:33,LC,l4,old,shade,11,,,,,automated,O,Previous Growing Season,LC_curvel4_09272012-tnf-tr11-LC-b2.txt
10102012-tnf-tr9-aci-b2.txt,10/10/12 10:54,aci,4,y/m,shade,9,,,,,automated,M,Recent Mature,ACI_curve4_10102012-tnf-tr9-aci-b2.txt
10102012-tnf-tr9-aci-b2.txt,10/10/12 10:54,aci,6,y/m,shade,9,,,,,automated,M,Recent Mature,ACI_curve6_10102012-tnf-tr9-aci-b2.txt
10102012-tnf-tr9-aci-b2.txt,10/10/12 10:54,aci,7,young,shade,9,,,,,automated,Y,NaN,ACI_curve7_10102012-tnf-tr9-aci-b2.txt
10112012-tnf-tr9-aci-b2.txt,10/11/12 11:06,aci,2,old,shade,9,4,"rubbing off the epiphylls may have changed photosynthesis, so best to exclude in leaf age analysis",,epiphylls removed,automated,O,Previous Growing Season,ACI_curve2_10112012-tnf-tr9-aci-b2.txt
10112012-tnf-tr9-aci-b2.txt,10/11/12 11:06,aci,4,old,shade,9,1,curve looks okay,,epiphylls not removed,automated,O,Previous Growing Season,ACI_curve4_10112012-tnf-tr9-aci-b2.txt
10112012-tnf-tr9-aci-b2.txt,10/11/12 11:06,aci,5,old,shade,9,4,"rubbing off the epiphylls may have changed photosynthesis, so best to exclude in leaf age analysis",,epiphylls removed,automated,O,Previous Growing Season,ACI_curve5_10112012-tnf-tr9-aci-b2.txt
10112012-tnf-tr9-aci-b2.txt,10/11/12 11:06,aci,7,old,shade,9,1,curve looks okay,,epiphylls not removed,automated,O,Previous Growing Season,ACI_curve7_10112012-tnf-tr9-aci-b2.txt
10112012-tnf-tr9-aci-hux1.txt,10/11/12 11:03,aci,1,mature,shade,9,4,"conductance very low, curve odd.",,,automated,M,Recent Mature,ACI_curve1_10112012-tnf-tr9-aci-hux1.txt
10112012-tnf-tr9-aci-hux1.txt,10/11/12 11:03,aci,3,mature,shade,9,4,"curve done at 45 C for a temperature test; curve looks good, but exclude for leaf age study",,,automated,M,Recent Mature,ACI_curve3_10112012-tnf-tr9-aci-hux1.txt
10112012-tnf-tr9-aci-hux1.txt,10/11/12 11:03,aci,6,mature,shade,9,1,curve looks okay,,,automated,M,Recent Mature,ACI_curve6_10112012-tnf-tr9-aci-hux1.txt
